root	icon	id	name	group	type	description	size	timepoints
false	none	Node30	GO:0005856~cytoskeleton	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	GO:0005856~cytoskeleton	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node31	"GO:0005886~plasma membrane"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"GO:0005886~plasma membrane"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	3	1
false	none	Node32	"GO:0005886~plasma membrane"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0005886~plasma membrane"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	3	1
false	none	Node33	"GO:0005886~plasma membrane"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0005886~plasma membrane"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	3	1
false	none	Node34	"GO:0005886~plasma membrane"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0005886~plasma membrane"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	3	1
false	none	Node35	"GO:0005905~clathrin-coated pit"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0005905~clathrin-coated pit"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node36	"GO:0006954~inflammatory response"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"GO:0006954~inflammatory response"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	1	1
false	none	Node37	"GO:0006954~inflammatory response"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0006954~inflammatory response"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	1	1
false	none	Node38	"GO:0006970~response to osmotic stress"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0006970~response to osmotic stress"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node39	"GO:0006997~nucleus organization"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"GO:0006997~nucleus organization"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node40	"GO:0007165~signal transduction"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0007165~signal transduction"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node41	"GO:0007165~signal transduction"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0007165~signal transduction"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	2	1
false	none	Node42	"GO:0007166~cell surface receptor signaling pathway"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0007166~cell surface receptor signaling pathway"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node43	"GO:0007186~G-protein coupled receptor signaling pathway"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0007186~G-protein coupled receptor signaling pathway"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	2	1
false	none	Node44	"GO:0007186~G-protein coupled receptor signaling pathway"	C57B6_analy_5d24h_moderated_ttest_p_0.01_1261_probes.txt	"GO:0007186~G-protein coupled receptor signaling pathway"	"ptsd -> mouse -> T5R1 -> mRNA_Microarray"	2	1
false	none	Node45	"GO:0007186~G-protein coupled receptor signaling pathway"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0007186~G-protein coupled receptor signaling pathway"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	2	1
false	none	Node46	"GO:0007188~adenylate cyclase-modulating G-protein coupled receptor signaling pathway"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0007188~adenylate cyclase-modulating G-protein coupled receptor signaling pathway"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node47	"GO:0007188~adenylate cyclase-modulating G-protein coupled receptor signaling pathway"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0007188~adenylate cyclase-modulating G-protein coupled receptor signaling pathway"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node48	"GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node49	GO:0007283~spermatogenesis	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	GO:0007283~spermatogenesis	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node50	"GO:0007420~brain development"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0007420~brain development"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node51	"GO:0008289~lipid binding"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0008289~lipid binding"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node52	"GO:0008360~regulation of cell shape"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0008360~regulation of cell shape"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node53	"GO:0008360~regulation of cell shape"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0008360~regulation of cell shape"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node54	GO:0016020~membrane	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	GO:0016020~membrane	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	4	1
false	none	Node55	GO:0016020~membrane	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	GO:0016020~membrane	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	5	1
false	none	Node56	"GO:0016021~integral component of membrane"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0016021~integral component of membrane"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	4	1
false	none	Node57	"GO:0016021~integral component of membrane"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0016021~integral component of membrane"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	4	1
false	none	Node58	"GO:0018149~peptide cross-linking"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0018149~peptide cross-linking"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node59	"GO:0019725~cellular homeostasis"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"GO:0019725~cellular homeostasis"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node60	"GO:0019725~cellular homeostasis"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0019725~cellular homeostasis"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node61	"GO:0030122~AP-2 adaptor complex"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0030122~AP-2 adaptor complex"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node62	"GO:0030132~clathrin coat of coated pit"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0030132~clathrin coat of coated pit"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node63	"GO:0030136~clathrin-coated vesicle"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"GO:0030136~clathrin-coated vesicle"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node64	"GO:0030136~clathrin-coated vesicle"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0030136~clathrin-coated vesicle"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node65	"GO:0030154~cell differentiation"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"GO:0030154~cell differentiation"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	1	1
false	none	Node66	"GO:0030154~cell differentiation"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0030154~cell differentiation"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	1	1
false	none	Node67	"GO:0030246~carbohydrate binding"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"GO:0030246~carbohydrate binding"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node68	"GO:0030317~sperm motility"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0030317~sperm motility"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node69	GO:0030425~dendrite	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	GO:0030425~dendrite	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node70	GO:0030425~dendrite	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	GO:0030425~dendrite	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node71	GO:0030673~axolemma	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	GO:0030673~axolemma	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node72	"GO:0030863~cortical cytoskeleton"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0030863~cortical cytoskeleton"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node73	"GO:0030864~cortical actin cytoskeleton"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0030864~cortical actin cytoskeleton"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node74	"GO:0031983~vesicle lumen"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0031983~vesicle lumen"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node75	"GO:0032026~response to magnesium ion"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0032026~response to magnesium ion"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node76	"GO:0032743~positive regulation of interleukin-2 production"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"GO:0032743~positive regulation of interleukin-2 production"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node77	"GO:0032743~positive regulation of interleukin-2 production"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0032743~positive regulation of interleukin-2 production"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node78	"GO:0042101~T cell receptor complex"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"GO:0042101~T cell receptor complex"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node79	"GO:0042101~T cell receptor complex"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0042101~T cell receptor complex"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node80	GO:0042311~vasodilation	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	GO:0042311~vasodilation	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node81	GO:0042311~vasodilation	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	GO:0042311~vasodilation	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node82	"GO:0042803~protein homodimerization activity"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0042803~protein homodimerization activity"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node83	"GO:0043025~neuronal cell body"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0043025~neuronal cell body"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node84	"GO:0043025~neuronal cell body"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0043025~neuronal cell body"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node85	"GO:0043195~terminal bouton"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"GO:0043195~terminal bouton"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node86	"GO:0043197~dendritic spine"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0043197~dendritic spine"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node87	"GO:0043197~dendritic spine"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0043197~dendritic spine"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node88	"GO:0043235~receptor complex"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0043235~receptor complex"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node89	"GO:0043235~receptor complex"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0043235~receptor complex"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node90	"GO:0045211~postsynaptic membrane"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0045211~postsynaptic membrane"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node91	"GO:0045211~postsynaptic membrane"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0045211~postsynaptic membrane"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node92	"GO:0045785~positive regulation of cell adhesion"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"GO:0045785~positive regulation of cell adhesion"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node93	"GO:0045785~positive regulation of cell adhesion"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0045785~positive regulation of cell adhesion"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node94	"GO:0048268~clathrin coat assembly"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0048268~clathrin coat assembly"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node95	"GO:0048545~response to steroid hormone"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"GO:0048545~response to steroid hormone"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node96	"GO:0048814~regulation of dendrite morphogenesis"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0048814~regulation of dendrite morphogenesis"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node97	"GO:0048814~regulation of dendrite morphogenesis"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0048814~regulation of dendrite morphogenesis"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node98	"GO:0050729~positive regulation of inflammatory response"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0050729~positive regulation of inflammatory response"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node99	"GO:0050885~neuromuscular process controlling balance"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0050885~neuromuscular process controlling balance"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node100	"GO:0051481~negative regulation of cytosolic calcium ion concentration"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"GO:0051481~negative regulation of cytosolic calcium ion concentration"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node101	"GO:0051481~negative regulation of cytosolic calcium ion concentration"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0051481~negative regulation of cytosolic calcium ion concentration"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node102	"GO:0051497~negative regulation of stress fiber assembly"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0051497~negative regulation of stress fiber assembly"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node103	"GO:0051497~negative regulation of stress fiber assembly"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0051497~negative regulation of stress fiber assembly"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node104	"GO:0051592~response to calcium ion"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"GO:0051592~response to calcium ion"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node105	"GO:0051726~regulation of cell cycle"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"GO:0051726~regulation of cell cycle"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node106	"GO:0055072~iron ion homeostasis"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"GO:0055072~iron ion homeostasis"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node107	"GO:0055072~iron ion homeostasis"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"GO:0055072~iron ion homeostasis"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node108	"GO:0060326~cell chemotaxis"	C57B6_analy_5d24h_moderated_ttest_p_0.05_4089_probes.txt	"GO:0060326~cell chemotaxis"	"ptsd -> mouse -> T5R1 -> mRNA_Microarray"	1	1
false	none	Node109	"GO:0060326~cell chemotaxis"	C57B6_analy_5d24h_moderated_ttest_p_0.01_1261_probes.txt	"GO:0060326~cell chemotaxis"	"ptsd -> mouse -> T5R1 -> mRNA_Microarray"	1	1
false	none	Node110	"Inflammatory response"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"Inflammatory response"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node111	Integrin	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	Integrin	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node112	"IPR000276:G protein-coupled receptor- rhodopsin-like"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"IPR000276:G protein-coupled receptor- rhodopsin-like"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node113	"IPR000276:G protein-coupled receptor- rhodopsin-like"	C57B6_analy_10d24h_moderated_ttest_p_0.01_452_probes.txt	"IPR000276:G protein-coupled receptor- rhodopsin-like"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	1	1
false	none	Node114	"IPR001102:Transglutaminase- N-terminal"	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	"IPR001102:Transglutaminase- N-terminal"	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node115	"IPR001590:Peptidase M12B- ADAM-reprolysin"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"IPR001590:Peptidase M12B- ADAM-reprolysin"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node116	"IPR001762:Blood coagulation inhibitor- Disintegrin"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"IPR001762:Blood coagulation inhibitor- Disintegrin"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node117	"IPR002870:Peptidase M12B- propeptide"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"IPR002870:Peptidase M12B- propeptide"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node118	IPR002931:Transglutaminase-like	C57B6_analy_10d24h_moderated_ttest_p_0.05_2783_probes.txt	IPR002931:Transglutaminase-like	"ptsd -> mouse -> T10R1 -> mRNA_Microarray"	0	1
false	none	Node119	"IPR006539:Phospholipid-transporting  P-type ATPase- subfamily IV"	C57B6_analy_10d6w_moderated_ttest_p_0.01_1283_probes.txt	"IPR006539:Phospholipid-transporting  P-type ATPase- subfamily IV"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
false	none	Node120	"IPR006539:Phospholipid-transporting  P-type ATPase- subfamily IV"	C57B6_analy_10d6w_moderated_ttest_p_0.05_4834_probes.txt	"IPR006539:Phospholipid-transporting  P-type ATPase- subfamily IV"	"ptsd -> mouse -> T10R42 -> mRNA_Microarray"	0	1
